Name,Anrede,Wahlkreis,Email,Partei,WahlkreisNummer,Title,FirstName,LastName,Bundesland
Ines Schwerdtner,Frau,85 - Berlin-Lichtenberg,ines.schwerdtner@bundestag.de,DIE LINKE,85,,Ines,Schwerdtner,Berlin
Jamila Schäfer,Frau,218 - München-Süd,jamila.schaefer@bundestag.de,GRÜNE,218,,Jamila,Schäfer,Bayern
Dr. Sebastian Schäfer,Herr,261 - Esslingen,sebastian.schaefer@bundestag.de,GRÜNE,261,Dr.,Sebastian,Schäfer,Baden-Württemberg
Johannes Schätzl,Herr,228 - Passau,johannes.schaetzl@bundestag.de,SPD,228,,Johannes,Schätzl,Bayern
Marlene Schönberger,Frau,229 - Rottal-Inn,marlene.schoenberger@bundestag.de,GRÜNE,229,,Marlene,Schönberger,Bayern
Evelyn Schötz,Frau,245 - Roth,evelyn.schoetz@bundestag.de,DIE LINKE,245,,Evelyn,Schötz,Bayern
Stefan Seidler,Herr,1 - Flensburg – Schleswig,stefan.seidler@bundestag.de,SSW,1,,Stefan,Seidler,Schleswig-Holstein
Detlef Seif,Herr,91 - Euskirchen – Rhein-Erft-Kreis II,detlef.seif@bundestag.de,CDU,91,,Detlef,Seif,Nordrhein-Westfalen
Nora Seitz,Frau,161 - Chemnitz,nora.seitz@bundestag.de,CDU,161,,Nora,Seitz,Sachsen
Dr. Lina Seitzl,Frau,287 - Konstanz,lina.seitzl@bundestag.de,SPD,287,Dr.,Lina,Seitzl,Baden-Württemberg
Thomas Silberhorn,Herr,235 - Bamberg,thomas.silberhorn@bundestag.de,CSU,235,,Thomas,Silberhorn,Bayern
Björn Simon,Herr,184 - Offenbach,bjoern.simon@bundestag.de,CDU,184,,Björn,Simon,Hessen
Nyke Slawik,Frau,100 - Leverkusen – Köln IV,nyke.slawik@bundestag.de,GRÜNE,100,,Nyke,Slawik,Nordrhein-Westfalen
Tino Sorge,Herr,69 - Magdeburg,tino.sorge@bundestag.de,CDU,69,,Tino,Sorge,Sachsen-Anhalt
Jens Spahn,Herr,123 - Steinfurt I – Borken I,jens.spahn@bundestag.de,CDU,123,,Jens,Spahn,Nordrhein-Westfalen
Svenja Stadler,Frau,36 - Harburg,svenja.stadler@bundestag.de,SPD,36,,Svenja,Stadler,Niedersachsen
Katrin Staffler,Frau,214 - Fürstenfeldbruck,katrin.staffler@bundestag.de,CSU,214,,Katrin,Staffler,Bayern
Julia-Christina Stange,Frau,205 - Worms,julia-christina.stange@bundestag.de,DIE LINKE,205,,Julia-Christina,Stange,Rheinland-Pfalz
Dr. Till Steffen,Herr,20 - Hamburg-Eimsbüttel,till.steffen@bundestag.de,GRÜNE,20,Dr.,Till,Steffen,Hamburg
Dr. Wolfgang Stefinger,Herr,217 - München-Ost,wolfgang.stefinger@bundestag.de,CSU,217,Dr.,Wolfgang,Stefinger,Bayern
Albert Stegemann,Herr,31 - Mittelems,albert.stegemann@bundestag.de,CDU,31,,Albert,Stegemann,Niedersachsen
Dr. Ralf Stegner,Herr,7 - Pinneberg,ralf.stegner@bundestag.de,SPD,7,Dr.,Ralf,Stegner,Schleswig-Holstein
Sandra Stein,Frau,146 - Hochsauerlandkreis,sandra.stein@bundestag.de,GRÜNE,146,,Sandra,Stein,Nordrhein-Westfalen
Sebastian Steineke,Herr,56 - Prignitz – Ostprignitz-Ruppin – Havelland I,sebastian.steineke@bundestag.de,CDU,56,,Sebastian,Steineke,Brandenburg
Johannes Steiniger,Herr,207 - Neustadt – Speyer,johannes.steiniger@bundestag.de,CDU,207,,Johannes,Steiniger,Rheinland-Pfalz
Hanna Steinmüller,Frau,74 - Berlin-Mitte,hanna.steinmueller@bundestag.de,GRÜNE,74,,Hanna,Steinmüller,Berlin
Christian Frhr. von Stetten,Herr,268 - Schwäbisch Hall – Hohenlohe,christian.stetten@bundestag.de,CDU,268,,Christian Frhr. von,Stetten,Baden-Württemberg
Dieter Stier,Herr,72 - Burgenland – Saalekreis,dieter.stier@bundestag.de,CDU,72,,Dieter,Stier,Sachsen-Anhalt
Stephan Stracke,Herr,257 - Ostallgäu,stephan.stracke@bundestag.de,CSU,257,,Stephan,Stracke,Bayern
Dr. Katja Strauss-Köster,Frau,138 - Ennepe-Ruhr-Kreis II,katja.strauss-koester@bundestag.de,CDU,138,Dr.,Katja,Strauss-Köster,Nordrhein-Westfalen
Dr. Hendrik Streeck,Herr,95 - Bonn,hendrik.streeck@bundestag.de,CDU,95,Dr.,Hendrik,Streeck,Nordrhein-Westfalen
Christina Stumpp,Frau,264 - Waiblingen,christina.stumpp@bundestag.de,CDU,264,,Christina,Stumpp,Baden-Württemberg
Ruppert Stüwe,Herr,78 - Berlin-Steglitz-Zehlendorf,ruppert.stuewe@bundestag.de,SPD,78,,Ruppert,Stüwe,Berlin
Vivian Tauschwitz,Frau,35 - Rotenburg I – Heidekreis,vivian.tauschwitz@bundestag.de,CDU,35,,Vivian,Tauschwitz,Niedersachsen
Awet Tesfaiesus,Frau,168 - Werra-Meißner – Hersfeld-Rotenburg,awet.tesfaiesus@bundestag.de,GRÜNE,168,,Awet,Tesfaiesus,Hessen
Roland Theis,Herr,298 - St. Wendel,roland.theis@bundestag.de,CDU,298,,Roland,Theis,Saarland
Dr. Hans Theiss,Herr,216 - München-Nord,hans.theiss@bundestag.de,CSU,216,Dr.,Hans,Theiss,Bayern
Michael Thews,Herr,144 - Hamm – Unna II,michael.thews@bundestag.de,SPD,144,,Michael,Thews,Nordrhein-Westfalen
Ulrich Thoden,Herr,127 - Steinfurt III,ulrich.thoden@bundestag.de,DIE LINKE,127,,Ulrich,Thoden,Nordrhein-Westfalen
Alexander Throm,Herr,267 - Heilbronn,alexander.throm@bundestag.de,CDU,267,,Alexander,Throm,Baden-Württemberg
Astrid Timmermann-Fechter,Frau,117 - Mülheim – Essen I,astrid.timmermann-fechter@bundestag.de,CDU,117,,Astrid,Timmermann-Fechter,Nordrhein-Westfalen
Gerhard Trabert,Herr,204 - Mainz,gerhard.trabert@bundestag.de,fraktionslos,204,,Gerhard,Trabert,Rheinland-Pfalz
Anja Troff-Schaffarzyk,Frau,25 - Unterems,anja.troff-schaffarzyk@bundestag.de,SPD,25,,Anja,Troff-Schaffarzyk,Niedersachsen
Carsten Träger,Herr,242 - Fürth,carsten.traeger@bundestag.de,SPD,242,,Carsten,Träger,Bayern
Markus Töns,Herr,122 - Gelsenkirchen,markus.toens@bundestag.de,SPD,122,,Markus,Töns,Nordrhein-Westfalen
Derya Türk-Nachbaur,Frau,286 - Schwarzwald-Baar,derya.tuerk-nachbaur@bundestag.de,SPD,286,,Derya,Türk-Nachbaur,Baden-Württemberg
Katrin Uhlig,Frau,95 - Bonn,katrin.uhlig@bundestag.de,GRÜNE,95,,Katrin,Uhlig,Nordrhein-Westfalen
Aaron Valent,Herr,250 - Würzburg,aaron.valent@bundestag.de,DIE LINKE,250,,Aaron,Valent,Bayern
Isabelle Vandre,Frau,61 - Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,isabelle.vandre@bundestag.de,DIE LINKE,61,,Isabelle,Vandre,Brandenburg
Dr. Julia Verlinden,Frau,37 - Lüchow-Dannenberg – Lüneburg,julia.verlinden@bundestag.de,GRÜNE,37,Dr.,Julia,Verlinden,Niedersachsen
Kerstin Vieregge,Frau,134 - Lippe I,kerstin.vieregge@bundestag.de,CDU,134,,Kerstin,Vieregge,Nordrhein-Westfalen
Ingo Vogel,Herr,118 - Essen II,ingo.vogel@bundestag.de,SPD,118,,Ingo,Vogel,Nordrhein-Westfalen
Dr. Oliver Vogt,Herr,133 - Minden-Lübbecke I,oliver.vogt@bundestag.de,CDU,133,Dr.,Oliver,Vogt,Nordrhein-Westfalen
Donata Vogtschmidt,Frau,188 - Eichsfeld – Nordhausen – Kyffhäuserkreis,donata.vogtschmidt@bundestag.de,DIE LINKE,188,,Donata,Vogtschmidt,Thüringen
Johannes Volkmann,Herr,171 - Lahn-Dill,johannes.volkmann@bundestag.de,CDU,171,,Johannes,Volkmann,Hessen
Sarah Vollath,Frau,215 - Ingolstadt,sarah.vollath@bundestag.de,DIE LINKE,215,,Sarah,Vollath,Bayern
Christoph de Vries,Herr,18 - Hamburg-Mitte,christoph.vries@bundestag.de,CDU,18,,Christoph de,Vries,Hamburg
Mayra Vriesema,Frau,,mayra.vriesema@bundestag.de,GRÜNE,,,Mayra,Vriesema,Schleswig-Holstein
Marja-Liisa Völlers,Frau,40 - Nienburg II – Schaumburg,marja-liisa.voellers@bundestag.de,SPD,40,,Marja-Liisa,Völlers,Niedersachsen
Dirk Vöpel,Herr,116 - Oberhausen – Wesel III,dirk.voepel@bundestag.de,SPD,116,,Dirk,Vöpel,Nordrhein-Westfalen
Dr. Johann Wadephul,Herr,4 - Rendsburg-Eckernförde,johann.wadephul@bundestag.de,CDU,4,Dr.,Johann,Wadephul,Schleswig-Holstein
Niklas Wagener,Herr,246 - Aschaffenburg,niklas.wagener@bundestag.de,GRÜNE,246,,Niklas,Wagener,Bayern
Robin Wagener,Herr,134 - Lippe I,robin.wagener@bundestag.de,GRÜNE,134,,Robin,Wagener,Nordrhein-Westfalen
Dr. Carolin Wagner,Frau,232 - Regensburg,carolin.wagner@bundestag.de,SPD,232,Dr.,Carolin,Wagner,Bayern
Johannes Wagner,Herr,237 - Coburg,johannes.wagner@bundestag.de,GRÜNE,237,,Johannes,Wagner,Bayern
Sascha Wagner,Herr,116 - Oberhausen – Wesel III,sascha.wagner@bundestag.de,DIE LINKE,116,,Sascha,Wagner,Nordrhein-Westfalen
Siegfried Walch,Herr,224 - Traunstein,siegfried.walch@bundestag.de,CSU,224,,Siegfried,Walch,Bayern
Maja Wallstein,Frau,64 - Cottbus – Spree-Neiße,maja.wallstein@bundestag.de,SPD,64,,Maja,Wallstein,Brandenburg
Daniel Walter,Herr,89 - Düren,daniel.walter@bundestag.de,SPD,89,,Daniel,Walter,Nordrhein-Westfalen
Nina Warken,Frau,276 - Odenwald – Tauber,nina.warken@bundestag.de,CDU,276,,Nina,Warken,Baden-Württemberg
Carmen Wegge,Frau,223 - Starnberg – Landsberg am Lech,carmen.wegge@bundestag.de,SPD,223,,Carmen,Wegge,Bayern
Dr. Anja Weisgerber,Frau,249 - Schweinfurt,anja.weisgerber@bundestag.de,CSU,249,Dr.,Anja,Weisgerber,Bayern
Dr. Maria-Lena Weiss,Frau,285 - Rottweil – Tuttlingen,maria-lena.weiss@bundestag.de,CDU,285,Dr.,Maria-Lena,Weiss,Baden-Württemberg
Kai Whittaker,Herr,273 - Rastatt,kai.whittaker@bundestag.de,CDU,273,,Kai,Whittaker,Baden-Württemberg
Johannes Wiegelmann,Herr,174 - Main-Kinzig – Wetterau II – Schotten,johannes.wiegelmann@bundestag.de,CDU,174,,Johannes,Wiegelmann,Hessen
Dr. Klaus Wiener,Herr,103 - Mettmann I,klaus.wiener@bundestag.de,CDU,103,Dr.,Klaus,Wiener,Nordrhein-Westfalen
Dirk Wiese,Herr,146 - Hochsauerlandkreis,dirk.wiese@bundestag.de,SPD,146,,Dirk,Wiese,Nordrhein-Westfalen
Christin Willnat,Frau,60 - BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,christin.willnat@bundestag.de,DIE LINKE,60,,Christin,Willnat,Brandenburg
Klaus-Peter Willsch,Herr,177 - Rheingau-Taunus – Limburg,klaus-peter.willsch@bundestag.de,CDU,177,,Klaus-Peter,Willsch,Hessen
Johannes Winkel,Herr,106 - Düsseldorf II,johannes.winkel@bundestag.de,CDU,106,,Johannes,Winkel,Nordrhein-Westfalen
Elisabeth Winkelmeier-Becker,Frau,96 - Rhein-Sieg-Kreis I,elisabeth.winkelmeier-becker@bundestag.de,CDU,96,,Elisabeth,Winkelmeier-Becker,Nordrhein-Westfalen
Tobias Winkler,Herr,242 - Fürth,tobias.winkler@bundestag.de,CSU,242,,Tobias,Winkler,Bayern
Tina Winklmann,Frau,233 - Schwandorf,tina.winklmann@bundestag.de,GRÜNE,233,,Tina,Winklmann,Bayern
Janine Wissler,Frau,181 - Frankfurt am Main I,janine.wissler@bundestag.de,DIE LINKE,181,,Janine,Wissler,Hessen
Mechthilde Wittmann,Frau,256 - Oberallgäu,mechthilde.wittmann@bundestag.de,CSU,256,,Mechthilde,Wittmann,Bayern
Mareike Lotte Wulf,Frau,46 - Hameln-Pyrmont – Holzminden,mareike.wulf@bundestag.de,CDU,46,,Mareike Lotte,Wulf,Niedersachsen
Serdar Yüksel,Herr,139 - Bochum I,serdar.yueksel@bundestag.de,SPD,139,,Serdar,Yüksel,Nordrhein-Westfalen
Anne Zerr,Frau,289 - Reutlingen,anne.zerr@bundestag.de,DIE LINKE,289,,Anne,Zerr,Baden-Württemberg
Emmi Zeulner,Frau,239 - Kulmbach,emmi.zeulner@bundestag.de,CSU,239,,Emmi,Zeulner,Bayern
Paul Ziemiak,Herr,149 - Märkischer Kreis II,paul.ziemiak@bundestag.de,CDU,149,,Paul,Ziemiak,Nordrhein-Westfalen
Stefan Zierke,Herr,57 - Uckermark – Barnim I,stefan.zierke@bundestag.de,SPD,57,,Stefan,Zierke,Brandenburg
Nicolas Zippelius,Herr,272 - Karlsruhe-Land,nicolas.zippelius@bundestag.de,CDU,272,,Nicolas,Zippelius,Baden-Württemberg
Vanessa Zobel,Frau,30 - Stade I – Rotenburg II,vanessa.zobel@bundestag.de,CDU,30,,Vanessa,Zobel,Niedersachsen
Armand Zorn,Herr,181 - Frankfurt am Main I,armand.zorn@bundestag.de,SPD,181,,Armand,Zorn,Hessen
Cansu Özdemir,Frau,,cansu.oezdemir@bundestag.de,DIE LINKE,,,Cansu,Özdemir,Hamburg
Mahmut Özdemir,Herr,115 - Duisburg II,mahmut.oezdemir@bundestag.de,SPD,115,,Mahmut,Özdemir,Nordrhein-Westfalen
Aydan Özoğuz,Frau,22 - Hamburg-Wandsbek,aydan.oezoguz@bundestag.de,SPD,22,,Aydan,Özoğuz,Hamburg
